job_id;applicant;cv_name;job_url;applied_on;added_manually;used_cv;name;skills;jobId;randomIdx;template;first_company;first_title;second_company;second_title;third_company;third_title;company_name;title
104;Isabella;104_Isabella.pdf;https://de.indeed.com/jobs?q=Web+Developer&start=230&pp=gQFZAAAAAAAAAAAAAAAB7XfYjQFrAQYBQYQBBg4GDhg0FnoGV5JIK-prfNCtw1eKMZP6DLn8O5y9Txfx9Yylm0K0uIG7QWqckgcCA5_1kQ9uzRorphL_FSsycXfDEXg2vCiGV6FIGaB0lv5NG23cVryj0fWzqy70g-9v6pbqio8JEyI9aNG8Q1cEC-dsDyXQkRrThHnuMOzYE5FK9-yhtCw6OEWpp7UEpcsqGRLUvh5wdPpyhhSuWZsjjUuHnSUKtATCBIEkkzuSVKfnjo0656t1GnAB4O2HVW4qJZh-tzABbjEWJqy-8ICml7qJEFwQsW34lVMx7Cs6wEIUXka3gSPl28YyVgA8YcT9djKMnK_dLD9Lg8_-fukvmFSGMmUZZBT-QsqVWzlXD7Dn159NvwX1N6TgSoAwQqgcF5lkGGFVN-r-00AKuG9qGcg5cg0VtKkxx7MI7aC1ykQSCAAb0z9AURNE1ljfShVsJc0GZotZ_hc-hn3nwYDBt0re8gMJAAA&vjk=a558ce851eaae78a&advn=5949696555250667;2022-11-18 15:11:28.884904;False;104;Isabella;JavaScript, React, Express, Git, JQuery, Microsoft Azure, Adobe Illustrator, CSS, Kubernetes, SQL, Python;104;0;1;Self-employed / Freelancing;Technical Consultant & Web Developer;Spotify;Software Engineer;Sainsbury's;Software Engineer;Qnips GmbH;Junior Softwareentwickler (m/w/d)
104;Mateo;104_Mateo.pdf;https://de.indeed.com/jobs?q=Web+Developer&start=230&pp=gQFZAAAAAAAAAAAAAAAB7XfYjQFrAQYBQYQBBg4GDhg0FnoGV5JIK-prfNCtw1eKMZP6DLn8O5y9Txfx9Yylm0K0uIG7QWqckgcCA5_1kQ9uzRorphL_FSsycXfDEXg2vCiGV6FIGaB0lv5NG23cVryj0fWzqy70g-9v6pbqio8JEyI9aNG8Q1cEC-dsDyXQkRrThHnuMOzYE5FK9-yhtCw6OEWpp7UEpcsqGRLUvh5wdPpyhhSuWZsjjUuHnSUKtATCBIEkkzuSVKfnjo0656t1GnAB4O2HVW4qJZh-tzABbjEWJqy-8ICml7qJEFwQsW34lVMx7Cs6wEIUXka3gSPl28YyVgA8YcT9djKMnK_dLD9Lg8_-fukvmFSGMmUZZBT-QsqVWzlXD7Dn159NvwX1N6TgSoAwQqgcF5lkGGFVN-r-00AKuG9qGcg5cg0VtKkxx7MI7aC1ykQSCAAb0z9AURNE1ljfShVsJc0GZotZ_hc-hn3nwYDBt0re8gMJAAA&vjk=a558ce851eaae78a&advn=5949696555250667;2022-11-18 15:58:40.156387;False;104;Mateo;JavaScript, React, Express, Git, CSS, Java, GraphQL, Docker, NoSQL, Python, JQuery;104;1;2;Self-employed / Freelancing;Technical Consultant & Web Developer;Sainsbury's;Software Engineer;Shropshire Council;Web Developer;Qnips GmbH;Junior Softwareentwickler (m/w/d)
105;Isabella;105_Isabella.pdf;https://de.indeed.com/jobs?q=Web+Developer&start=230&pp=gQFZAAAAAAAAAAAAAAAB7XfYjQFrAQYBQYQBBg4GDhg0FnoGV5JIK-prfNCtw1eKMZP6DLn8O5y9Txfx9Yylm0K0uIG7QWqckgcCA5_1kQ9uzRorphL_FSsycXfDEXg2vCiGV6FIGaB0lv5NG23cVryj0fWzqy70g-9v6pbqio8JEyI9aNG8Q1cEC-dsDyXQkRrThHnuMOzYE5FK9-yhtCw6OEWpp7UEpcsqGRLUvh5wdPpyhhSuWZsjjUuHnSUKtATCBIEkkzuSVKfnjo0656t1GnAB4O2HVW4qJZh-tzABbjEWJqy-8ICml7qJEFwQsW34lVMx7Cs6wEIUXka3gSPl28YyVgA8YcT9djKMnK_dLD9Lg8_-fukvmFSGMmUZZBT-QsqVWzlXD7Dn159NvwX1N6TgSoAwQqgcF5lkGGFVN-r-00AKuG9qGcg5cg0VtKkxx7MI7aC1ykQSCAAb0z9AURNE1ljfShVsJc0GZotZ_hc-hn3nwYDBt0re8gMJAAA&vjk=b5ebb221fdb6d045;2022-11-18 15:12:20.116861;False;105;Isabella;JavaScript, React, Express, Git, C#, Java, Microsoft Azure, Docker, Python, JQuery, TypeScript;105;0;2;Altran;Software Engineer;TIER Mobility;Software Engineer;Unumbox Ltd;Fullstack Developer;pirobase imperia GmbH;Web-Developer (m/w/d)
105;Mateo;105_Mateo.pdf;https://de.indeed.com/jobs?q=Web+Developer&start=230&pp=gQFZAAAAAAAAAAAAAAAB7XfYjQFrAQYBQYQBBg4GDhg0FnoGV5JIK-prfNCtw1eKMZP6DLn8O5y9Txfx9Yylm0K0uIG7QWqckgcCA5_1kQ9uzRorphL_FSsycXfDEXg2vCiGV6FIGaB0lv5NG23cVryj0fWzqy70g-9v6pbqio8JEyI9aNG8Q1cEC-dsDyXQkRrThHnuMOzYE5FK9-yhtCw6OEWpp7UEpcsqGRLUvh5wdPpyhhSuWZsjjUuHnSUKtATCBIEkkzuSVKfnjo0656t1GnAB4O2HVW4qJZh-tzABbjEWJqy-8ICml7qJEFwQsW34lVMx7Cs6wEIUXka3gSPl28YyVgA8YcT9djKMnK_dLD9Lg8_-fukvmFSGMmUZZBT-QsqVWzlXD7Dn159NvwX1N6TgSoAwQqgcF5lkGGFVN-r-00AKuG9qGcg5cg0VtKkxx7MI7aC1ykQSCAAb0z9AURNE1ljfShVsJc0GZotZ_hc-hn3nwYDBt0re8gMJAAA&vjk=b5ebb221fdb6d045;2022-11-18 15:59:21.833329;False;105;Mateo;JavaScript, React, Express, Git, Docker, TypeScript, Adobe Illustrator, C#, Apollo, Microsoft Azure, Redux;105;1;1;Altran;Software Engineer;TIER Mobility;Software Engineer;Shropshire Council;Web Developer;pirobase imperia GmbH;Web-Developer (m/w/d)
106;Mateo;106_Mateo.pdf;https://de.indeed.com/jobs?q=Web+Developer&start=290&pp=gQGzAAAAAAAAAAAAAAAB7X5jVwGPAQcBQYQBDRwYNBZeBnIGNghtUKyZ4mg-Bl61eXwPNy6Oy4Vv5MbgAw73aGnC5oS4PLQQm-4Ymu8BQixe1awWAYEdAG14tqWSckxo-MXEaH7pgG_stByJMBkd6WG-JvrVEzCFBVk4Ouv7OjUdSNdGyh3XhLWs0xp_HLxmFmkXBF2lH10hywCPHXHUsRMhjGNT-HA2cStUT0laOyVJincXsi7YVhA4t05fI16Pxo095J2wr9uiYltZYcMcfEDWlabT3wQa5MeJvxOjlIpDIFWEbhPHwP7sAzkqy1vpVcYULnsh_2oDpSdyyrBIYzRx6GrxXC9wTpsSliNE8Sb7TE5gMLNNekOPnWRhxhwlX86cdjLfD-bH7U1l1qwdIFHbRmwY0a19XomJfdSEFKsumsftE6CiWFRIjisVWWbJdsN6T8MJqHHn9nHxdjjEqAVINd509Y0wlo3qjOcJtvCP8qZi8B1z0IGgqLwoLiJHlXTsMn4arRW2DFXnc8o0jJFqPNYi71jahss0egjNlJKo_k52AAA&vjk=9ee96e38f64cc50b;2022-11-18 16:00:08.225637;False;106;Mateo;JavaScript, React, Express, Git, JQuery, Python, TypeScript, SQL, Apollo, Redux, Kubernetes;106;1;1;Inetum;Frontend / Backend Developer;TIER Mobility;Software Engineer;DAZN;Software Engineer;Confio GmbH;Developer Advocate
106;Isabella;106_Isabella.pdf;https://de.indeed.com/jobs?q=Web+Developer&start=290&pp=gQGzAAAAAAAAAAAAAAAB7X5jVwGPAQcBQYQBDRwYNBZeBnIGNghtUKyZ4mg-Bl61eXwPNy6Oy4Vv5MbgAw73aGnC5oS4PLQQm-4Ymu8BQixe1awWAYEdAG14tqWSckxo-MXEaH7pgG_stByJMBkd6WG-JvrVEzCFBVk4Ouv7OjUdSNdGyh3XhLWs0xp_HLxmFmkXBF2lH10hywCPHXHUsRMhjGNT-HA2cStUT0laOyVJincXsi7YVhA4t05fI16Pxo095J2wr9uiYltZYcMcfEDWlabT3wQa5MeJvxOjlIpDIFWEbhPHwP7sAzkqy1vpVcYULnsh_2oDpSdyyrBIYzRx6GrxXC9wTpsSliNE8Sb7TE5gMLNNekOPnWRhxhwlX86cdjLfD-bH7U1l1qwdIFHbRmwY0a19XomJfdSEFKsumsftE6CiWFRIjisVWWbJdsN6T8MJqHHn9nHxdjjEqAVINd509Y0wlo3qjOcJtvCP8qZi8B1z0IGgqLwoLiJHlXTsMn4arRW2DFXnc8o0jJFqPNYi71jahss0egjNlJKo_k52AAA&vjk=9ee96e38f64cc50b;2022-11-18 15:13:07.024828;False;106;Isabella;JavaScript, React, Express, Git, Redux, C#, Microsoft Azure, Kubernetes, SQL, AWS, JQuery;106;0;2;Inetum;Frontend / Backend Developer;TIER Mobility;Software Engineer;Spotify;Software Engineer;Confio GmbH;Developer Advocate
107;Isabella;107_Isabella.pdf;https://de.indeed.com/jobs?q=Web+Developer&start=170&pp=gQD_AAAAAAAAAAAAAAAB7XfYjQFOAQUBQaABCBIOIgt2BgGrP7s3PHng3tZ-f8JPXAVKuZH9zdT3-65n4dViT65o6-_4fD1ucQwa29Tx2XWVw_IhTQoqcJ942r30Wk2uFLnEZ8-9BffO5o9BX14S3-YsBQTpUWYC_Osb832BJpO4UCQi40hrcYmCMwvi516Q27SPIdgy2VR_TpbkiIOXns3SSXPeSicyXAcRxLqDpn_xPbt-ZpVtzFxZ2QJL3trbFysWKwj-VgVyi8PjiYzgvapTXoq5lMrsVSMdwL9B_E4AJhFgsac30cqu3AURq50y3E5ywbA4ibFiJlPKZZN8nTRElSKs0Fvfyh_dDD8a8ArToK4Dec4y2yEuxvVOfTkppkVUc659HZ2AEGCAOhtm9SLgUk1vsUQAonRBRHJU__004baa71ISyZQiWhPef-HmG912bV2XOPnPsHSylCKPNvSBdgAA&vjk=abf821195fc994bf;2022-11-18 15:14:12.301906;False;107;Isabella;JavaScript, React, Express, Git, Python, CSS, C#, Redux, NoSQL, SQL, GraphQL;107;1;2;TIER Mobility;Software Engineer;Spotify;Software Engineer;Shropshire Council;Web Developer;Proximity Technology;Junior Developer (m/w/d)
107;Mateo;107_Mateo.pdf;https://de.indeed.com/jobs?q=Web+Developer&start=170&pp=gQD_AAAAAAAAAAAAAAAB7XfYjQFOAQUBQaABCBIOIgt2BgGrP7s3PHng3tZ-f8JPXAVKuZH9zdT3-65n4dViT65o6-_4fD1ucQwa29Tx2XWVw_IhTQoqcJ942r30Wk2uFLnEZ8-9BffO5o9BX14S3-YsBQTpUWYC_Osb832BJpO4UCQi40hrcYmCMwvi516Q27SPIdgy2VR_TpbkiIOXns3SSXPeSicyXAcRxLqDpn_xPbt-ZpVtzFxZ2QJL3trbFysWKwj-VgVyi8PjiYzgvapTXoq5lMrsVSMdwL9B_E4AJhFgsac30cqu3AURq50y3E5ywbA4ibFiJlPKZZN8nTRElSKs0Fvfyh_dDD8a8ArToK4Dec4y2yEuxvVOfTkppkVUc659HZ2AEGCAOhtm9SLgUk1vsUQAonRBRHJU__004baa71ISyZQiWhPef-HmG912bV2XOPnPsHSylCKPNvSBdgAA&vjk=abf821195fc994bf;2022-11-18 16:01:39.975987;False;107;Mateo;JavaScript, React, Express, Git, Java, Docker, Kubernetes, SQL, Microsoft Azure, Redux, Apollo;107;0;1;Dedalus HealthCare;Fullstack Developer;DAZN;Software Engineer;Inetum;Frontend / Backend Developer;Proximity Technology;Junior Developer (m/w/d)
108;Isabella;108_Isabella.pdf;https://de.indeed.com/jobs?q=Web+Developer&start=170&pp=gQD_AAAAAAAAAAAAAAAB7XfYjQFOAQUBQaABCBIOIgt2BgGrP7s3PHng3tZ-f8JPXAVKuZH9zdT3-65n4dViT65o6-_4fD1ucQwa29Tx2XWVw_IhTQoqcJ942r30Wk2uFLnEZ8-9BffO5o9BX14S3-YsBQTpUWYC_Osb832BJpO4UCQi40hrcYmCMwvi516Q27SPIdgy2VR_TpbkiIOXns3SSXPeSicyXAcRxLqDpn_xPbt-ZpVtzFxZ2QJL3trbFysWKwj-VgVyi8PjiYzgvapTXoq5lMrsVSMdwL9B_E4AJhFgsac30cqu3AURq50y3E5ywbA4ibFiJlPKZZN8nTRElSKs0Fvfyh_dDD8a8ArToK4Dec4y2yEuxvVOfTkppkVUc659HZ2AEGCAOhtm9SLgUk1vsUQAonRBRHJU__004baa71ISyZQiWhPef-HmG912bV2XOPnPsHSylCKPNvSBdgAA&vjk=0c8c93360eb5afa0;2022-11-18 15:14:54.639565;False;108;Isabella;JavaScript, React, Express, Git, Java, TypeScript, C#, AWS, NoSQL, JQuery, Kubernetes;108;0;2;Shropshire Council;Web Developer;Inetum;Frontend / Backend Developer;Dedalus HealthCare;Fullstack Developer;MOXI;Software Developer (m/w/d)
108;Mateo;108_Mateo.pdf;https://de.indeed.com/jobs?q=Web+Developer&start=170&pp=gQD_AAAAAAAAAAAAAAAB7XfYjQFOAQUBQaABCBIOIgt2BgGrP7s3PHng3tZ-f8JPXAVKuZH9zdT3-65n4dViT65o6-_4fD1ucQwa29Tx2XWVw_IhTQoqcJ942r30Wk2uFLnEZ8-9BffO5o9BX14S3-YsBQTpUWYC_Osb832BJpO4UCQi40hrcYmCMwvi516Q27SPIdgy2VR_TpbkiIOXns3SSXPeSicyXAcRxLqDpn_xPbt-ZpVtzFxZ2QJL3trbFysWKwj-VgVyi8PjiYzgvapTXoq5lMrsVSMdwL9B_E4AJhFgsac30cqu3AURq50y3E5ywbA4ibFiJlPKZZN8nTRElSKs0Fvfyh_dDD8a8ArToK4Dec4y2yEuxvVOfTkppkVUc659HZ2AEGCAOhtm9SLgUk1vsUQAonRBRHJU__004baa71ISyZQiWhPef-HmG912bV2XOPnPsHSylCKPNvSBdgAA&vjk=0c8c93360eb5afa0;2022-11-18 16:02:24.120971;False;108;Mateo;JavaScript, React, Express, Git, AWS, TypeScript, SQL, NoSQL, Microsoft Azure, Apollo, JQuery;108;1;1;TIER Mobility;Software Engineer;Spotify;Software Engineer;Unumbox Ltd;Fullstack Developer;MOXI;Software Developer (m/w/d)
109;Isabella;109_Isabella.pdf;https://de.indeed.com/jobs?q=Web+Developer&start=170&pp=gQD_AAAAAAAAAAAAAAAB7XfYjQFOAQUBQaABCBIOIgt2BgGrP7s3PHng3tZ-f8JPXAVKuZH9zdT3-65n4dViT65o6-_4fD1ucQwa29Tx2XWVw_IhTQoqcJ942r30Wk2uFLnEZ8-9BffO5o9BX14S3-YsBQTpUWYC_Osb832BJpO4UCQi40hrcYmCMwvi516Q27SPIdgy2VR_TpbkiIOXns3SSXPeSicyXAcRxLqDpn_xPbt-ZpVtzFxZ2QJL3trbFysWKwj-VgVyi8PjiYzgvapTXoq5lMrsVSMdwL9B_E4AJhFgsac30cqu3AURq50y3E5ywbA4ibFiJlPKZZN8nTRElSKs0Fvfyh_dDD8a8ArToK4Dec4y2yEuxvVOfTkppkVUc659HZ2AEGCAOhtm9SLgUk1vsUQAonRBRHJU__004baa71ISyZQiWhPef-HmG912bV2XOPnPsHSylCKPNvSBdgAA&vjk=bf7bde2a5c3a73d9;2022-11-18 15:15:28.860779;False;109;Isabella;JavaScript, React, Express, Git, Redux, TypeScript, SQL, GraphQL, Docker, Kubernetes, CSS;109;0;2;Sainsbury's;Software Engineer;Altran;Software Engineer;Self-employed / Freelancing;Technical Consultant & Web Developer;GedankenSchmiede GmbH;Full Stack Web Developer (m/w/d) - Remote möglich!
109;Mateo;109_Mateo.pdf;https://de.indeed.com/jobs?q=Web+Developer&start=170&pp=gQD_AAAAAAAAAAAAAAAB7XfYjQFOAQUBQaABCBIOIgt2BgGrP7s3PHng3tZ-f8JPXAVKuZH9zdT3-65n4dViT65o6-_4fD1ucQwa29Tx2XWVw_IhTQoqcJ942r30Wk2uFLnEZ8-9BffO5o9BX14S3-YsBQTpUWYC_Osb832BJpO4UCQi40hrcYmCMwvi516Q27SPIdgy2VR_TpbkiIOXns3SSXPeSicyXAcRxLqDpn_xPbt-ZpVtzFxZ2QJL3trbFysWKwj-VgVyi8PjiYzgvapTXoq5lMrsVSMdwL9B_E4AJhFgsac30cqu3AURq50y3E5ywbA4ibFiJlPKZZN8nTRElSKs0Fvfyh_dDD8a8ArToK4Dec4y2yEuxvVOfTkppkVUc659HZ2AEGCAOhtm9SLgUk1vsUQAonRBRHJU__004baa71ISyZQiWhPef-HmG912bV2XOPnPsHSylCKPNvSBdgAA&vjk=bf7bde2a5c3a73d9;2022-11-18 16:02:53.303068;False;109;Mateo;JavaScript, React, Express, Git, Apollo, Redux, CSS, JQuery, C#, Java, SQL;109;1;1;Self-employed / Freelancing;Technical Consultant & Web Developer;TIER Mobility;Software Engineer;Shropshire Council;Web Developer;GedankenSchmiede GmbH;Full Stack Web Developer (m/w/d) - Remote möglich!
110;Isabella;110_Isabella.pdf;https://be.indeed.com/jobs?q=Web+Developer&start=180&pp=gQEOAAAAAAAAAAAAAAAB7VKdqQEkAQUBJUwhYA40By4IASpdJ5Lp-xXJdHkou_ygBnmJIb-LX61bdG9l45dWzEy5RgN6JHCfCrAAHEyESNKm-uswSxSvs-c6gmW9fcJpbxy_3ekV2XytJwneZ7cVYsmopj3PBw9U2uUG0oovLSFQkTzb6nDRvhgUt1TSBipGd6le3YJfAhLzBxF6lWgo1WnrRwj2Efgh7hXfcxz2A72ZDBd7i5GnPjCy-kp9DtudcCjiR06ahBX0w2f0-yaQ75OAvogq4zUKSD6KuR8q-6i_vzkzU-TEE2ZkHFSbIyl4rth1zM-nOvEwM3p7EhLJIIZoHCcVV82MQk6_eLvI810wOqHwSb9Z7XFhBb_amCtJDlHtdVqqB7trklpeVkKPVm4VpZYQUBJuUQAA&vjk=94518ba21f18b9c9;2022-11-18 15:15:59.272273;False;110;Isabella;JavaScript, React, Express, Git, TypeScript, CSS, Adobe Illustrator, C#, Kubernetes, SQL, Java;110;0;2;Self-employed / Freelancing;Technical Consultant & Web Developer;Unumbox Ltd;Fullstack Developer;Sainsbury's;Software Engineer;Blue Frontend;React Developer (Medior / Senior)
110;Mateo;110_Mateo.pdf;https://be.indeed.com/jobs?q=Web+Developer&start=180&pp=gQEOAAAAAAAAAAAAAAAB7VKdqQEkAQUBJUwhYA40By4IASpdJ5Lp-xXJdHkou_ygBnmJIb-LX61bdG9l45dWzEy5RgN6JHCfCrAAHEyESNKm-uswSxSvs-c6gmW9fcJpbxy_3ekV2XytJwneZ7cVYsmopj3PBw9U2uUG0oovLSFQkTzb6nDRvhgUt1TSBipGd6le3YJfAhLzBxF6lWgo1WnrRwj2Efgh7hXfcxz2A72ZDBd7i5GnPjCy-kp9DtudcCjiR06ahBX0w2f0-yaQ75OAvogq4zUKSD6KuR8q-6i_vzkzU-TEE2ZkHFSbIyl4rth1zM-nOvEwM3p7EhLJIIZoHCcVV82MQk6_eLvI810wOqHwSb9Z7XFhBb_amCtJDlHtdVqqB7trklpeVkKPVm4VpZYQUBJuUQAA&vjk=94518ba21f18b9c9;2022-11-18 16:03:24.012726;False;110;Mateo;JavaScript, React, Express, Git, NoSQL, GraphQL, Microsoft Azure, JQuery, Java, C#, Python;110;1;1;Klarna;Fullstack Developer;Dedalus HealthCare;Fullstack Developer;Sainsbury's;Software Engineer;Blue Frontend;React Developer (Medior / Senior)
112;Isabella;112_Isabella.pdf;https://be.indeed.com/jobs?q=Web+Developer&start=180&pp=gQEOAAAAAAAAAAAAAAAB7VKdqQEkAQUBJUwhYA40By4IASpdJ5Lp-xXJdHkou_ygBnmJIb-LX61bdG9l45dWzEy5RgN6JHCfCrAAHEyESNKm-uswSxSvs-c6gmW9fcJpbxy_3ekV2XytJwneZ7cVYsmopj3PBw9U2uUG0oovLSFQkTzb6nDRvhgUt1TSBipGd6le3YJfAhLzBxF6lWgo1WnrRwj2Efgh7hXfcxz2A72ZDBd7i5GnPjCy-kp9DtudcCjiR06ahBX0w2f0-yaQ75OAvogq4zUKSD6KuR8q-6i_vzkzU-TEE2ZkHFSbIyl4rth1zM-nOvEwM3p7EhLJIIZoHCcVV82MQk6_eLvI810wOqHwSb9Z7XFhBb_amCtJDlHtdVqqB7trklpeVkKPVm4VpZYQUBJuUQAA&vjk=a6bb9581ff3e74c4;2022-11-18 15:17:44.692692;False;112;Isabella;JavaScript, React, Express, Git, AWS, Python, JQuery, Java, SQL, TypeScript, CSS;112;0;1;Altran;Software Engineer;Shropshire Council;Web Developer;DAZN;Software Engineer;CHILI publish;Flutter/Dart Developer (experienced or willing to learn)
112;Mateo;112_Mateo.pdf;https://be.indeed.com/jobs?q=Web+Developer&start=180&pp=gQEOAAAAAAAAAAAAAAAB7VKdqQEkAQUBJUwhYA40By4IASpdJ5Lp-xXJdHkou_ygBnmJIb-LX61bdG9l45dWzEy5RgN6JHCfCrAAHEyESNKm-uswSxSvs-c6gmW9fcJpbxy_3ekV2XytJwneZ7cVYsmopj3PBw9U2uUG0oovLSFQkTzb6nDRvhgUt1TSBipGd6le3YJfAhLzBxF6lWgo1WnrRwj2Efgh7hXfcxz2A72ZDBd7i5GnPjCy-kp9DtudcCjiR06ahBX0w2f0-yaQ75OAvogq4zUKSD6KuR8q-6i_vzkzU-TEE2ZkHFSbIyl4rth1zM-nOvEwM3p7EhLJIIZoHCcVV82MQk6_eLvI810wOqHwSb9Z7XFhBb_amCtJDlHtdVqqB7trklpeVkKPVm4VpZYQUBJuUQAA&vjk=a6bb9581ff3e74c4;2022-11-18 16:03:54.735111;False;112;Mateo;JavaScript, React, Express, Git, GraphQL, SQL, JQuery, Redux, Adobe Illustrator, Kubernetes, Apollo;112;1;2;DAZN;Software Engineer;Spotify;Software Engineer;Unumbox Ltd;Fullstack Developer;CHILI publish;Flutter/Dart Developer (experienced or willing to learn)
113;Mateo;;;2022-11-18 16:05:54.735111;True;113;Mateo;JavaScript, React, Express, Git, Adobe Illustrator, Apollo, C#, CSS, Docker, NoSQL, TypeScript;113;1;1;Dedalus HealthCare;Fullstack Developer;Self-employed / Freelancing;Technical Consultant & Web Developer;Altran;Software Engineer;fino kanzleidrive GmbH;PHP Laravel Developer
113;Isabella;113_Isabella.pdf;https://de.indeed.com/jobs?q=Fullstack+Developer&start=30&pp=gQAtAAAAAAAAAAAAAAAB7VPOBwBTAQIBBxAJAk_DonRzYYn7qvX24ZeSK5kYHi0sncCxdaXzB3Vh92PWtt4Y2FtPsi3dAB8Cv6ByMSdU1v1aOiSxroNLYUa78FG8NiSumYPowBVM9pQAAA&vjk=23398031bc83b6ae;2022-11-18 15:18:26.541934;False;113;Isabella;JavaScript, React, Express, Git, TypeScript, Adobe Illustrator, Apollo, C#, GraphQL, AWS, Python;113;0;2;Spotify;Software Engineer;Sainsbury's;Software Engineer;Inetum;Frontend / Backend Developer;fino kanzleidrive GmbH;PHP Laravel Developer
114;Mateo;114_Mateo.pdf;https://de.indeed.com/jobs?q=Fullstack+Developer&start=30&pp=gQAtAAAAAAAAAAAAAAAB7VPOBwBTAQIBBxAJAk_DonRzYYn7qvX24ZeSK5kYHi0sncCxdaXzB3Vh92PWtt4Y2FtPsi3dAB8Cv6ByMSdU1v1aOiSxroNLYUa78FG8NiSumYPowBVM9pQAAA&vjk=a3478e0dc6f7a177;2022-11-18 16:08:29.552324;False;114;Mateo;JavaScript, React, Express, Git, JQuery, Adobe Illustrator, Docker, C#, Apollo, Redux, TypeScript;114;1;1;Spotify;Software Engineer;Self-employed / Freelancing;Technical Consultant & Web Developer;Dedalus HealthCare;Fullstack Developer;droxIT GmbH;Fullstack / Frontend Developer (m/w/d) in Vollzeit
114;Isabella;114_Isabella.pdf;https://de.indeed.com/jobs?q=Fullstack+Developer&start=30&pp=gQAtAAAAAAAAAAAAAAAB7VPOBwBTAQIBBxAJAk_DonRzYYn7qvX24ZeSK5kYHi0sncCxdaXzB3Vh92PWtt4Y2FtPsi3dAB8Cv6ByMSdU1v1aOiSxroNLYUa78FG8NiSumYPowBVM9pQAAA&vjk=a3478e0dc6f7a177;2022-11-18 15:19:02.107529;False;114;Isabella;JavaScript, React, Express, Git, Adobe Illustrator, AWS, NoSQL, Java, Docker, GraphQL, CSS;114;0;2;Unumbox Ltd;Fullstack Developer;TIER Mobility;Software Engineer;Dedalus HealthCare;Fullstack Developer;droxIT GmbH;Fullstack / Frontend Developer (m/w/d) in Vollzeit
115;Isabella;115_Isabella.pdf;https://de.indeed.com/jobs?q=Fullstack+Developer&start=30&pp=gQAtAAAAAAAAAAAAAAAB7VPOBwBTAQIBBxAJAk_DonRzYYn7qvX24ZeSK5kYHi0sncCxdaXzB3Vh92PWtt4Y2FtPsi3dAB8Cv6ByMSdU1v1aOiSxroNLYUa78FG8NiSumYPowBVM9pQAAA&vjk=f7e23b7b01bd7c02;2022-11-18 15:20:02.771222;False;115;Isabella;JavaScript, React, Express, Git, JQuery, Apollo, CSS, Adobe Illustrator, SQL, GraphQL, Java;115;1;2;Altran;Software Engineer;Sainsbury's;Software Engineer;Self-employed / Freelancing;Technical Consultant & Web Developer;PowerUs;Senior Fullstack Developer/ Dev Ops (f/m/d)
115;Mateo;115_Mateo.pdf;https://de.indeed.com/jobs?q=Fullstack+Developer&start=30&pp=gQAtAAAAAAAAAAAAAAAB7VPOBwBTAQIBBxAJAk_DonRzYYn7qvX24ZeSK5kYHi0sncCxdaXzB3Vh92PWtt4Y2FtPsi3dAB8Cv6ByMSdU1v1aOiSxroNLYUa78FG8NiSumYPowBVM9pQAAA&vjk=f7e23b7b01bd7c02;2022-11-18 16:09:07.069015;False;115;Mateo;JavaScript, React, Express, Git, TypeScript, Kubernetes, Adobe Illustrator, Apollo, Python, C#, SQL;115;0;1;Unumbox Ltd;Fullstack Developer;TIER Mobility;Software Engineer;Spotify;Software Engineer;PowerUs;Senior Fullstack Developer/ Dev Ops (f/m/d)
116;Isabella;116_Isabella.pdf;https://de.indeed.com/jobs?q=Fullstack+Developer&start=30&pp=gQAtAAAAAAAAAAAAAAAB7VPOBwBTAQIBBxAJAk_DonRzYYn7qvX24ZeSK5kYHi0sncCxdaXzB3Vh92PWtt4Y2FtPsi3dAB8Cv6ByMSdU1v1aOiSxroNLYUa78FG8NiSumYPowBVM9pQAAA&vjk=5a2b6dd59bc664c3;2022-11-18 15:20:50.829964;False;116;Isabella;JavaScript, React, Express, Git, TypeScript, NoSQL, Python, Adobe Illustrator, Apollo, Microsoft Azure, GraphQL;116;0;1;Klarna;Fullstack Developer;Unumbox Ltd;Fullstack Developer;Self-employed / Freelancing;Technical Consultant & Web Developer;LIGADIGITAL AG;PHP Fullstack Developer (m/w/d)
116;Mateo;116_Mateo.pdf;https://de.indeed.com/jobs?q=Fullstack+Developer&start=30&pp=gQAtAAAAAAAAAAAAAAAB7VPOBwBTAQIBBxAJAk_DonRzYYn7qvX24ZeSK5kYHi0sncCxdaXzB3Vh92PWtt4Y2FtPsi3dAB8Cv6ByMSdU1v1aOiSxroNLYUa78FG8NiSumYPowBVM9pQAAA&vjk=5a2b6dd59bc664c3;2022-11-18 16:10:27.726063;False;116;Mateo;JavaScript, React, Express, Git, Redux, Microsoft Azure, TypeScript, C#, GraphQL, Java, SQL;116;1;2;Unumbox Ltd;Fullstack Developer;Spotify;Software Engineer;DAZN;Software Engineer;LIGADIGITAL AG;PHP Fullstack Developer (m/w/d)
